,lastReportTime,meterType,slaveAddr,blockId,wire,freq,p_sum,ae_tot,re_tot,session,weekend,Temperature
2314,2020-10-05 10:00:00,1.0,3.0,0.0,1.0,60.0189090909091,68762.34545454544,535705.510909091,160085283.86545455,2,0,24.8
2315,2020-10-05 11:00:00,1.0,3.0,0.0,1.0,59.99039393939395,48067.84545454545,535760.421969697,171798752.30545455,2,0,24.8
2316,2020-10-05 12:00:00,1.0,3.0,0.0,1.0,59.97016666666667,36574.1,535803.8016666666,143165616.65333334,2,0,24.7
2317,2020-10-05 13:00:00,1.0,3.0,0.0,1.0,59.9905,19150.916666666664,535830.7433333333,153903037.48499998,3,0,24.7
2318,2020-10-05 14:00:00,1.0,3.0,0.0,1.0,59.985833333333325,11172.583333333332,535846.8666666666,178957001.17666668,3,0,24.8
2319,2020-10-05 15:00:00,1.0,3.0,0.0,1.0,59.99707692307692,10052.676923076922,535858.3076923076,171798780.3676923,3,0,24.2
2320,2020-10-05 16:00:00,1.0,3.0,0.0,1.0,59.99383333333334,7423.56,535866.475,171798694.4,3,0,24.4
2321,2020-10-05 17:00:00,1.0,3.0,0.0,1.0,60.008636363636356,10498.189475524476,535874.5834848484,171798694.4,3,0,24.2
2322,2020-10-05 18:00:00,1.0,3.0,0.0,1.0,60.00633333333333,6678.974121557454,535881.27,171798694.9166667,3,0,24.0
2323,2020-10-05 19:00:00,1.0,3.0,0.0,1.0,59.980000000000004,6208.637710437711,535887.349090909,171798694.4,4,0,24.0
2324,2020-10-05 20:00:00,1.0,3.0,0.0,1.0,60.00933333333332,6632.25925925926,530937.275,171798694.4,4,0,23.5
2325,2020-10-05 21:00:00,1.0,3.0,0.0,1.0,59.99477272727273,7627.282996632997,535901.6406060606,171798694.4,4,0,23.0
2326,2020-10-05 22:00:00,1.0,3.0,0.0,1.0,59.99249999999999,5691.987037037036,535908.3316666667,171798698.83166665,4,0,23.3
2327,2020-10-05 23:00:00,1.0,3.0,0.0,1.0,59.98166666666667,12054.356481481482,535915.5516666665,171798699.555,4,0,22.9
2328,2020-10-06 00:00:00,1.0,3.0,0.0,1.0,59.99713636363636,74529.45757575758,535394.4768181818,168219800.96636364,1,0,23.8
2329,2020-10-06 01:00:00,1.0,3.0,0.0,1.0,59.98716666666665,118465.18333333335,536055.6716666666,168220184.23499998,0,0,22.7
2330,2020-10-06 02:00:00,1.0,3.0,0.0,1.0,60.007590909090915,126138.4378787879,536181.01,161061992.3859091,0,0,22.9
2331,2020-10-06 03:00:00,1.0,3.0,0.0,1.0,60.013818181818166,132789.52727272728,536308.109090909,187417079.85272726,0,0,23.0
2332,2020-10-06 04:00:00,1.0,3.0,0.0,1.0,60.01724242424243,70845.12121212122,536408.2477272728,168219844.54833335,0,0,23.2
